id,year,active_year,start_year,end_year,type_of_violence,conflict_new_id,conflict_name,dyad_new_id,dyad_name,side_a_new_id,gwnoa,side_a,side_b_new_id,gwnob,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,iso3,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,low,best,high
,#date+year,,#date+year+start,#date+year+end,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,,#country+code,#region+name,,,#date+start,#date+end,,,,,,#affected+killed,
233266,2016,0,2016,2016,3,469,Government of Kenya - Civilians,936,Government of Kenya - Civilians,91,501.0,Government of Kenya,1,,Civilians,9,"""Agence France Presse,2016-07-01,Kenyan lawyer who took on police found tortured to death"";""Agence France Presse,2016-07-01,Kenyan lawyer who took on police found tortured to death"";""Agence France Presse,2016-07-01,Three Kenyan police held over rights lawyer's murder"";""All Africa,2016-07-03,Execution of Lawyer, 2 Others - What We Know So Far"";""All Africa,2016-07-04,Investigate Killings of Lawyer, Two Men [press release]"";""All Africa,2016-07-05,Fourth Cop Arrested Over Murder of Lawyer, 2 Others"";""The Standard (Kenya),2016-09-15,Fifth suspect in lawyer Willie Kimani's murder arrested"";""All Africa,2016-07-06,FBI to Join Probe Into Murder of Lawyer, 2 Others"";""All Africa,2016-07-06,3 Suspects Sought As Progress Made Over Triple Murder""",Agence France Presse;Agence France Presse;Agence France Presse;All Africa;All Africa;All Africa;The Standard (Kenya);All Africa;All Africa,2016-07-01;2016-07-01;2016-07-01;2016-07-03;2016-07-04;2016-07-05;2016-09-15;2016-07-06;2016-07-06,"Kenyan lawyer who took on police found tortured to death;Kenyan lawyer who took on police found tortured to death;Three Kenyan police held over rights lawyer's murder;Execution of Lawyer, 2 Others - What We Know So Far;Investigate Killings of Lawyer, Two Men [press release];Fourth Cop Arrested Over Murder of Lawyer, 2 Others;Fifth suspect in lawyer Willie Kimani's murder arrested;FBI to Join Probe Into Murder of Lawyer, 2 Others;3 Suspects Sought As Progress Made Over Triple Murder",president of the Law Society of Kenya (LSK); friend and fellow lawyer Duncan Kinuthia; police chief Joseph Boinnet,2,Nairobi city,Nairobi city county,,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,KEN,Africa,1,4,2016-06-23,2016-06-30,0,0,3,0,3,3,3
233264,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,1,"""All Africa,2016-06-30,Al Shabaab Says It Killed 6 KDF Soldiers in Base Attack""",All Africa,2016-06-30,Al Shabaab Says It Killed 6 KDF Soldiers in Base Attack,An unnamed Al Shabaab commander,2,Mangai location,Lamu county,Lamu East Constituency,-1.742809,41.177511,POINT (41.177511 -1.742809),127163,Kenya,501,KEN,Africa,1,1,2016-06-28,2016-06-28,0,0,0,0,0,0,6
233262,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,2,"""Xinhua News Agency,2016-06-29,Kenyan police kill terror suspect in coastal town"";""Reuters News,2016-06-29,Kenyan forces kill five suspected Islamist militants""",Xinhua News Agency;Reuters News,2016-06-29;2016-06-29,Kenyan police kill terror suspect in coastal town;Kenyan forces kill five suspected Islamist militants,Regional police boss Francis Wanjohi,1,Malindi,Kilifi county,Malindi Constituency,-3.217478,40.1191,POINT (40.119100 -3.217478),125001,Kenya,501,KEN,Africa,1,1,2016-06-29,2016-06-29,0,0,0,0,0,0,1
233263,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,5,"""Reuters News,2016-06-29,Kenyan forces kill five suspected Islamist militants"";""Associated Press Newswires,2016-06-29,Kenya military: 4 extremists killed averting an attack"";""Xinhua News Agency,2016-06-29,Roundup: Kenyan police interrogating 8 terror suspects arrested in coastal region"";""All Africa,2016-06-30,Al Shabaab Says It Killed 6 KDF Soldiers in Base Attack"";""All Africa,2016-06-30,Al Shabaab Says It Killed 6 KDF Soldiers in Base Attack""",Reuters News;Associated Press Newswires;Xinhua News Agency;All Africa;All Africa,2016-06-29;2016-06-29;2016-06-29;2016-06-30;2016-06-30,Kenyan forces kill five suspected Islamist militants;Kenya military: 4 extremists killed averting an attack;Roundup: Kenyan police interrogating 8 terror suspects arrested in coastal region;Al Shabaab Says It Killed 6 KDF Soldiers in Base Attack;Al Shabaab Says It Killed 6 KDF Soldiers in Base Attack,Kenya Defence Forces (KDF) spokesman David Obonyo,2,Milimani location,Lamu county,Lamu East Constituency,-1.775833,40.8375,POINT (40.837500 -1.775833),127162,Kenya,501,KEN,Africa,1,1,2016-06-29,2016-06-29,0,4,0,0,4,4,4
233265,2016,1,2016,2016,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,4,"""Agence France Presse,2016-07-01,Six killed in Kenya bus ambush"";""Xinhua News Agency,2016-07-01,At last six killed, several injured in Al-Shabaab attack in NE Kenya"";""Reuters News,2016-07-01,Six killed in attack in Kenya; al Shabaab claims responsibility"";""Xinhua News Agency,2016-07-02,Roundup: Kenya launches security operation after attack on buses""",Agence France Presse;Xinhua News Agency;Reuters News;Xinhua News Agency,2016-07-01;2016-07-01;2016-07-01;2016-07-02,"Six killed in Kenya bus ambush;At last six killed, several injured in Al-Shabaab attack in NE Kenya;Six killed in attack in Kenya; al Shabaab claims responsibility;Roundup: Kenya launches security operation after attack on buses",police chief Joseph Boinnet; al-Shabaab; Northeastern Regional Coordinator Mohamud Saleh,2,El Wak town,Mandera county,Banisa Constituency,2.811916,40.92966,POINT (40.929660 2.811916),133642,Kenya,501,KEN,Africa,1,1,2016-06-30,2016-06-30,0,0,5,1,6,6,6
233320,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,1,"""Xinhua News Agency,2016-07-06,Al-Shabaab member gunned down in Kenyan coastal town""",Xinhua News Agency,2016-07-06,Al-Shabaab member gunned down in Kenyan coastal town,"Regional police commander, Francis Wanjohi",1,Kwale town,Kwale county,Matuga Constituency,-4.173748,39.452063,POINT (39.452063 -4.173748),123559,Kenya,501,KEN,Africa,1,1,2016-07-06,2016-07-06,0,1,0,0,1,1,1
233325,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,1,"""Xinhua News Agency,2016-07-14,Kenyan police kill Al-Shabaab suspect in foiled attack""",Xinhua News Agency,2016-07-14,Kenyan police kill Al-Shabaab suspect in foiled attack,"n Al-Shabaab terror suspect was killed in Kenya's coastal town of Lamu in a foiled dawn attack at a local police station early Thursday.

Lamu County Commissioner Joseph Kanyiri confirmed the attack occurred at Mangai Rapid Deployment Unit Camp where police engaged about 20 Al-Shabaab terrorists in a gunfight, injuring several others.

TD 
Security officers on the ground said one officer was injured during the raid which happened.

""Over 20 Al-Shabaab attempted to attack Administration Police camp but they were repulsed. The heavily armed gunmen hurled grenades and fired at the AP camp but our officers managed to overpower them,"" Kanyiri told Xinhua.

This is third attempt by the militants to attack the camp comprising Rapid Deployment Unit officers (RDU), a special force trained in combat operations.

Inspector General of Police Joseph Boinnet said a major security operation was underway, with a back-up team deployed there Thursday.

It came days after a police officer was killed, another injured and a security car hit by an Improvised Explosive Device (IED) in Ishakani area at the Kenya-Somalia border. One officer was killed and two others wounded in the Tuesday evening incident.

The police officers were on normal patrol when the vehicle runs over an IED planted by Al-Shabaab militants.

The Somali militants have intensified attacks in Lamu using IEDs. At least 50 Al-Shabaab members have been sighted in Lamu by locals in recent days.

The IED strategically planted along the roads near Kenya Somalia border are slowing down security operations to flush out militants hiding in the vast Boni forest which is near the Somali border, according to commanders involved in the operation.

The areas affected include Bondhei, Pandanguo, Kiunga, Baragoi and Milimani which has claimed several lives in the recent past.",1,Lamu town,Lamu county,Lamu West Constituency,-2.269248,40.899148,POINT (40.899148 -2.269248),126442,Kenya,501,KEN,Africa,1,1,2016-07-14,2016-07-14,0,1,0,0,1,1,1
233327,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,2,"""Xinhua News Agency,2016-07-21,Kenyan police kill 2 terror suspects in coastal region"";""Reuters News,2016-07-21,Kenyan police kill two suspected members of Somalia's al Shabaab""",Xinhua News Agency;Reuters News,2016-07-21;2016-07-21,Kenyan police kill 2 terror suspects in coastal region;Kenyan police kill two suspected members of Somalia's al Shabaab,Kisauni police commander Walter Abondo,1,Mombasa town,Mombasa county,,-4.05,39.666667,POINT (39.666667 -4.050000),123560,Kenya,501,KEN,Africa,1,1,2016-07-21,2016-07-21,0,2,0,0,2,2,2
233326,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,2,"""Xinhua News Agency,2016-07-21,Kenyan police kill 2 terror suspects in coastal region"";""Reuters News,2016-07-21,Kenyan police kill two suspected members of Somalia's al Shabaab""",Xinhua News Agency;Reuters News,2016-07-21;2016-07-21,Kenyan police kill 2 terror suspects in coastal region;Kenyan police kill two suspected members of Somalia's al Shabaab,Tarime/Rorya special zonal RPC Andrew Satta ,1,Mombasa town,Mombasa county,,-4.05,39.666667,POINT (39.666667 -4.050000),123560,Kenya,501,KEN,Africa,1,1,2016-07-21,2016-07-21,0,2,0,0,2,2,2
233328,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,2,"""Xinhua News Agency,2016-07-28,1st LD Writethru: Blast injures 4 soldiers in Kenyan border town"";""All Africa,2016-07-29,Al Shabaab Claims Killing 6 Kenyan Policemen in Attack""",Xinhua News Agency;All Africa,2016-07-28;2016-07-29,1st LD Writethru: Blast injures 4 soldiers in Kenyan border town;Al Shabaab Claims Killing 6 Kenyan Policemen in Attack,Al Shabaab; Kenyan security officials,1,Fino locality,Mandera county,Mandera East Constituency,3.614372,41.536833,POINT (41.536833 3.614372),135084,Kenya,501,KEN,Africa,1,1,2016-07-28,2016-07-28,0,0,0,0,0,0,6
233330,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,1,"""Xinhua News Agency,2016-08-14,Kenyan police kill 3 Al-Shabaab suspects in coast region""",Xinhua News Agency,2016-08-14,Kenyan police kill 3 Al-Shabaab suspects in coast region,Mombasa County commissioner Maalim Mohammed,1,Mombasa town,Mombasa county,,-4.05,39.666667,POINT (39.666667 -4.050000),123560,Kenya,501,KEN,Africa,1,1,2016-08-14,2016-08-14,0,2,0,0,2,2,2
233331,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,2,"""Xinhua News Agency,2016-08-14,Kenyan police kill 3 Al-Shabaab suspects in coast region"";""All Africa,2016-08-15,Al Shabaab Suspect Killed in Kenya, 2 Grenades Seized""",Xinhua News Agency;All Africa,2016-08-14;2016-08-15,"Kenyan police kill 3 Al-Shabaab suspects in coast region;Al Shabaab Suspect Killed in Kenya, 2 Grenades Seized",Msambweni police commander Benjamin Rotich,2,Diani location,Kwale county,Msambweni Constituency,-4.299547,39.567647,POINT (39.567647 -4.299547),123560,Kenya,501,KEN,Africa,1,1,2016-08-14,2016-08-14,0,1,0,0,1,1,1
272274,2018,0,2018,2018,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,1,"""Garda World,2018-10-19,Kenya: Intercommunal clashes kill five in Marsabit county Oct. 17-18""",Garda World,2018-10-19,Kenya: Intercommunal clashes kill five in Marsabit county Oct. 17-18,Garda World,4,Marsabit county,Marsabit county,,2.966667,37.6,POINT (37.600000 2.966667),133636,Kenya,501,KEN,Africa,1,1,2018-10-18,2018-10-18,0,0,0,2,2,2,2
268846,2018,0,2018,2018,2,4924,Borana - Gabra,5534,Borana - Gabra,591,,Borana,609,,Gabra,2,"""The Star (Kenya),2018-10-18,Governor Ali blames cops of laxity over Marsabit killings"";""The Star (Kenya),2018-10-18,Governor Ali, two MPs quizzed over Marsabit ethnic clashes""",The Star (Kenya);The Star (Kenya),2018-10-18;2018-10-18,"Governor Ali blames cops of laxity over Marsabit killings;Governor Ali, two MPs quizzed over Marsabit ethnic clashes",Governor in Marsabit,1,Jaldesa village,Marsabit county,Saku Constituency,2.155634,38.028262,POINT (38.028262 2.155634),132917,Kenya,501,KEN,Africa,1,1,2018-10-17,2018-10-17,0,0,0,3,3,3,3
233332,2016,1,2016,2016,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,1,"""Xinhua News Agency,2016-08-28,Kenyan Muslim cleric killed by explosive devices near Somali border""",Xinhua News Agency,2016-08-28,Kenyan Muslim cleric killed by explosive devices near Somali border,"James Ole Serian, a regional security official",2,Ishakani,Lamu county,Lamu East Constituency,-1.688469,41.530707,POINT (41.530707 -1.688469),127164,Kenya,501,KEN,Africa,1,1,2016-08-27,2016-08-27,0,0,0,0,0,0,1
234152,2016,1,2016,2016,2,4767,Marakwet - Pokot,5377,Marakwet - Pokot,929,,Marakwet,670,,Pokot,2,"""The Star (Kenya),2016-09-16,Two shot dead as Marakwet, Pokot clashes intesify"";""The Star (Kenya),2016-09-17,Two killed in fresh clashes""",The Star (Kenya);The Star (Kenya),2016-09-16;2016-09-17,"Two shot dead as Marakwet, Pokot clashes intesify;Two killed in fresh clashes",Area police boss Emmanuel Rono,3,Marakwet East Constituency,Elgeyo Marakwet county,Marakwet East Constituency,1.151716,35.57635,POINT (35.576350 1.151716),131472,Kenya,501,KEN,Africa,1,1,2016-09-15,2016-09-15,1,1,0,0,2,2,2
233618,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,2,"""All Africa,2016-10-14,Kenyan Urged to Equip Officers On the Border"";""All Africa,2016-09-26,Kenya to Issue Full Report On Attack in Hamey By Al Shabaab""",All Africa;All Africa,2016-10-14;2016-09-26,Kenyan Urged to Equip Officers On the Border;Kenya to Issue Full Report On Attack in Hamey By Al Shabaab,,2,Liboi location,Garissa county,Dadaab Constituency,0.398519,40.954815,POINT (40.954815 0.398519),130042,Kenya,501,KEN,Africa,1,4,2016-09-22,2016-10-09,3,0,0,0,3,3,3
233347,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,1,"""Xinhua News Agency,2016-09-27,Kenyan police kill most wanted terror suspect in Mombasa""",Xinhua News Agency,2016-09-27,Kenyan police kill most wanted terror suspect in Mombasa,Coast Regional Coordinator Nelson Marwa,1,Mombasa town,Mombasa county,,-4.05,39.666667,POINT (39.666667 -4.050000),123560,Kenya,501,KEN,Africa,1,1,2016-09-27,2016-09-27,0,1,0,0,1,1,1
233615,2016,1,2016,2016,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,3,"""Agence France Presse,2016-10-06,Six killed in suspected Shabaab attack in northeast Kenya"";""Reuters News,2016-10-06,Somali Islamist militants kill six in Kenya attack"";""Agence France Presse,2016-10-06,Shabaab kills six 'Christians' in northeast Kenya""",Agence France Presse;Reuters News;Agence France Presse,2016-10-06;2016-10-06;2016-10-06,Six killed in suspected Shabaab attack in northeast Kenya;Somali Islamist militants kill six in Kenya attack;Shabaab kills six 'Christians' in northeast Kenya,"Governor Ali Roba, Police chief Joseph Boinnet, al-shabaab spokesman",1,Mandera town,Mandera county,Mandera East Constituency,3.936631,41.867011,POINT (41.867011 3.936631),135084,Kenya,501,KEN,Africa,1,1,2016-10-06,2016-10-06,0,0,6,0,6,6,6
233619,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,2,"""Xinhua News Agency,2016-10-18,Kenyan guard killed in border region in fight with Al-Shabaab"";""All Africa,2016-10-18,Kenyan Police Clash With Al Shabaab in Mandera Town""",Xinhua News Agency;All Africa,2016-10-18;2016-10-18,Kenyan guard killed in border region in fight with Al-Shabaab;Kenyan Police Clash With Al Shabaab in Mandera Town,"
Mandera County Commissioner Fredrick Shisia",1,Mandera town,Mandera county,Mandera East Constituency,3.936631,41.867011,POINT (41.867011 3.936631),135084,Kenya,501,KEN,Africa,1,1,2016-10-17,2016-10-17,0,0,1,0,1,1,1
233620,2016,1,2016,2016,3,604,Al-Shabaab - Civilians,1071,Al-Shabaab - Civilians,717,,Al-Shabaab,1,,Civilians,6,"""Agence France Presse,2016-10-25,Twelve killed in northeast Kenya bomb attack: police"";""BBC Monitoring Africa,2016-10-25,Al-Shabab says kills 15 in Kenya attack"";""Reuters News,2016-10-25,Twelve killed in attack in northeast Kenya - media"";""Agence France Presse,2016-10-25,Twelve killed in northeast Kenya bomb attack: police"";""Reuters News,2016-10-25,Attackers kill 12 in Kenyan guesthouse blast near Somali border"";""All Africa,2016-10-26,Police Probe Latest Mandera Shabaab Attack""",Agence France Presse;BBC Monitoring Africa;Reuters News;Agence France Presse;Reuters News;All Africa,2016-10-25;2016-10-25;2016-10-25;2016-10-25;2016-10-25;2016-10-26,Twelve killed in northeast Kenya bomb attack: police;Al-Shabab says kills 15 in Kenya attack;Twelve killed in attack in northeast Kenya - media;Twelve killed in northeast Kenya bomb attack: police;Attackers kill 12 in Kenyan guesthouse blast near Somali border;Police Probe Latest Mandera Shabaab Attack,"police , al-shabaab",2,Mandera town,Mandera county,Mandera East Constituency,3.936631,41.867011,POINT (41.867011 3.936631),135084,Kenya,501,KEN,Africa,1,1,2016-10-25,2016-10-25,0,0,12,0,12,12,15
234178,2016,0,2016,2016,2,4704,Pokot - Turkana,5314,Pokot - Turkana,670,,Pokot,693,,Turkana,2,"""The Star (Kenya),2016-11-28,Over 20 killed in ongoing Kerio valley, Kapedo attacks"";""The Star (Kenya),2016-12-02,Rift Valley coordinator denies reports 14 killed in Baringo-Turkana clashes""",The Star (Kenya);The Star (Kenya),2016-11-28;2016-12-02,"Over 20 killed in ongoing Kerio valley, Kapedo attacks;Rift Valley coordinator denies reports 14 killed in Baringo-Turkana clashes",Lomelo Chief Christopher Achuka; Baringo County police Commander Peter Ndungu ,5,Between Kerio Valley and Kapedo,Baringo county,,1.116027,35.873272,POINT (35.873272 1.116027),131472,Kenya,501,KEN,Africa,2,2,2016-11-25,2016-11-28,0,0,0,1,1,1,21
233946,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,1,"""Xinhua News Agency,2016-12-09,Kenyan soldiers kill 4 Al-Shabaab militants, seize weapons""",Xinhua News Agency,2016-12-09,"Kenyan soldiers kill 4 Al-Shabaab militants, seize weapons","
Kenya Defence Forces (KDF) spokesman Paul Njuguna",2,Hulugho location,Garissa county,Ijara Constituency,-0.896324,40.967814,POINT (40.967814 -0.896324),128602,Kenya,501,KEN,Africa,1,1,2016-12-09,2016-12-09,0,4,0,0,4,4,4
233947,2016,1,2016,2016,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,1,"""All Africa,2016-12-15,Four Al Shabaab Militants Killed in Garissa, Kenya""",All Africa,2016-12-15,"Four Al Shabaab Militants Killed in Garissa, Kenya",KDF Spokesman Col Paul Njuguna,2,Hulugho location,Garissa county,Ijara Constituency,-0.896324,40.967814,POINT (40.967814 -0.896324),128602,Kenya,501,KEN,Africa,1,1,2016-12-15,2016-12-15,0,4,0,0,4,4,4
235762,2016,1,2016,2016,2,4767,Marakwet - Pokot,5377,Marakwet - Pokot,929,,Marakwet,670,,Pokot,1,"""Daily Nation,2016-12-27,One killed, three injured after suspected Pokot bandits attack motorists in Kerio Valley""",Daily Nation,2016-12-27,"One killed, three injured after suspected Pokot bandits attack motorists in Kerio Valley","not clear, seems to be official reports",5,Kerio Valley,Baringo county,Tiaty Constituency,1.062019,35.65748,POINT (35.657480 1.062019),131472,Kenya,501,KEN,Africa,1,3,2016-12-19,2016-12-25,0,0,0,4,4,4,4
234509,2016,1,2016,2016,2,4767,Marakwet - Pokot,5377,Marakwet - Pokot,929,,Marakwet,670,,Pokot,1,"""The Star (Kenya),2016-12-27,One killed, hundreds displaced over bandit attacks in Kerio Valley during Christmas""",The Star (Kenya),2016-12-27,"One killed, hundreds displaced over bandit attacks in Kerio Valley during Christmas","Richard Kayab, a resident; Marakwet East deputy county commissioner Erick Mulevu",1,Chesongoch,Elgeyo Marakwet county,Marakwet East Constituency,1.123469,35.644247,POINT (35.644247 1.123469),131472,Kenya,501,KEN,Africa,1,1,2016-12-26,2016-12-26,1,0,0,0,1,1,1
236544,2017,1,2017,2017,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,2,"""Xinhua News Agency,2017-01-23,Police reservist killed in Kenya border town attack"";""All Africa,2017-01-23,Kenyan Police Officer Killed in Mandera Al-Shabaab Attack""",Xinhua News Agency;All Africa,2017-01-23;2017-01-23,Police reservist killed in Kenya border town attack;Kenyan Police Officer Killed in Mandera Al-Shabaab Attack,Mandera County Commissioner Fredrick Shisia,1,Mandera town,Mandera county,Mandera East Constituency,3.936631,41.867011,POINT (41.867011 3.936631),135084,Kenya,501,KEN,Africa,1,1,2017-01-23,2017-01-23,1,0,0,0,1,1,1
236551,2017,1,2017,2017,1,13646,Kenya: Northeastern Province and Coast,10589,Government of Kenya - Al-Shabaab,91,501.0,Government of Kenya,717,,Al-Shabaab,4,"""Xinhua News Agency,2017-02-02,Urgent: Unknown number of Kenyan police killed in terror attack"";""Xinhua News Agency,2017-02-02,1st LD: Unknown number of Kenyan police killed in terror attack"";""Xinhua News Agency,2017-02-02,No police killed in Kenya camp raid by Al-Shabaab militants"";""Xinhua News Agency,2017-02-03,Boy injured in Al-Shabaab attack on Kenyan police camp dies""",Xinhua News Agency;Xinhua News Agency;Xinhua News Agency;Xinhua News Agency,2017-02-02;2017-02-02;2017-02-02;2017-02-03,Urgent: Unknown number of Kenyan police killed in terror attack;1st LD: Unknown number of Kenyan police killed in terror attack;No police killed in Kenya camp raid by Al-Shabaab militants;Boy injured in Al-Shabaab attack on Kenyan police camp dies,officials ,1,Mandera town,Mandera county,Mandera East Constituency,3.936631,41.867011,POINT (41.867011 3.936631),135084,Kenya,501,KEN,Africa,1,1,2017-02-02,2017-02-02,0,0,1,0,1,1,2
236556,2017,0,2017,2017,2,4767,Marakwet - Pokot,5377,Marakwet - Pokot,929,,Marakwet,670,,Pokot,1,"""The Star (Kenya),2017-02-11,Kimaiyo condemns killing""",The Star (Kenya),2017-02-11,Kimaiyo condemns killing,Former Inspector General of Police David Kimaiyo,3,Marakwet East Constituency,Elgeyo Marakwet county,Marakwet East Constituency,1.151716,35.57635,POINT (35.576350 1.151716),131472,Kenya,501,KEN,Africa,1,1,2017-02-08,2017-02-08,1,0,0,0,1,1,1
236557,2017,0,2017,2017,2,4767,Marakwet - Pokot,5377,Marakwet - Pokot,929,,Marakwet,670,,Pokot,1,"""The Star (Kenya),2017-02-11,Kimaiyo condemns killing""",The Star (Kenya),2017-02-11,Kimaiyo condemns killing,Former Inspector General of Police David Kimaiyo,4,Elgeyo Marakwet county,Elgeyo Marakwet county,,0.8,35.566667,POINT (35.566667 0.800000),130752,Kenya,501,KEN,Africa,1,1,2017-02-11,2017-02-11,1,0,0,0,1,1,1
